name_main,name_sub,cosine_similarity,prob_similarity,status,shared_anchors,intensity_skew
MassSpecGymID0226552,MassSpecGymID0238499,0.0,0.4775571227073669,Missed,1.0,0.8532026197013742
MassSpecGymID0075035,MassSpecGymID0078833,0.0,0.8804859519004822,Caught,4.0,0.47372532908575926
MassSpecGymID0075036,MassSpecGymID0078839,0.0,0.931542992591858,Caught,2.0,0.8324814043054048
MassSpecGymID0075034,MassSpecGymID0078831,0.0,0.8535997271537781,Caught,5.0,0.5117135449292614
MassSpecGymID0075025,MassSpecGymID0078833,0.0,0.8715115189552307,Caught,4.0,0.47631812844515475
MassSpecGymID0075033,MassSpecGymID0078829,0.0,0.8746997117996216,Caught,4.0,0.33830646046939206
MassSpecGymID0075028,MassSpecGymID0078837,0.0,0.9345163106918336,Caught,5.0,0.5153047536882632
MassSpecGymID0217294,MassSpecGymID0218248,0.0,0.9341565370559692,Caught,4.0,0.5729903458894139
MassSpecGymID0217293,MassSpecGymID0218250,0.0,0.9222657084465028,Caught,2.0,0.4496639038546371
MassSpecGymID0040191,MassSpecGymID0225656,0.0,0.2007541358470916,Missed,1.0,0.8376890241513892
MassSpecGymID0215504,MassSpecGymID0233891,0.0,0.2831961810588836,Missed,1.0,0.8633127599221072
MassSpecGymID0228293,MassSpecGymID0233425,0.0,0.4564310908317566,Missed,2.0,0.7239044280016338
MassSpecGymID0040206,MassSpecGymID0225656,0.0,0.2007541358470916,Missed,1.0,0.8364383487525531
MassSpecGymID0075026,MassSpecGymID0078836,0.0,0.9050326943397522,Caught,4.0,0.34110719661454186
MassSpecGymID0203970,MassSpecGymID0236285,0.0,0.2926491498947143,Missed,3.0,0.8585470369750484
MassSpecGymID0075037,MassSpecGymID0078840,0.0,0.869967520236969,Caught,2.0,0.7815874068720108
MassSpecGymID0075025,MassSpecGymID0078838,0.0,0.8799877166748047,Caught,4.0,0.4757983540766089
MassSpecGymID0075026,MassSpecGymID0078829,0.0,0.8986042141914368,Caught,4.0,0.34148585847715157
MassSpecGymID0075037,MassSpecGymID0078832,0.0,0.8638355135917664,Caught,2.0,0.7818254754095008
MassSpecGymID0075036,MassSpecGymID0078830,0.0,0.8564357757568359,Caught,2.0,0.8330502373867684
MassSpecGymID0203970,MassSpecGymID0230063,0.0,0.6291549205780029,Caught,3.0,0.8399437379056411
MassSpecGymID0075024,MassSpecGymID0078835,0.0,0.957513391971588,Caught,4.0,0.4025112408816395
MassSpecGymID0004901,MassSpecGymID0060719,0.0,0.2050837129354477,Missed,4.0,0.548745545646944
MassSpecGymID0229309,MassSpecGymID0230733,0.0,0.5021348595619202,Caught,3.0,0.7022746255791747
MassSpecGymID0004889,MassSpecGymID0060731,0.0,0.6596838235855103,Caught,2.0,0.9115748794671704
MassSpecGymID0075020,MassSpecGymID0078830,0.0,0.8660716414451599,Caught,2.0,0.8344156024720366
MassSpecGymID0004905,MassSpecGymID0060728,0.0,0.203344851732254,Missed,2.0,0.8279146520372556
MassSpecGymID0075024,MassSpecGymID0078834,0.0,0.9631680250167848,Caught,4.0,0.40295243440045647
MassSpecGymID0079022,MassSpecGymID0214283,0.0,0.2359252721071243,Missed,1.0,0.7927262576683023
MassSpecGymID0218249,MassSpecGymID0222803,0.0,0.1741157323122024,Missed,2.0,0.6197387751326213
MassSpecGymID0075035,MassSpecGymID0078838,0.0,0.8829152584075928,Caught,4.0,0.4732055547172134
MassSpecGymID0004892,MassSpecGymID0060729,0.0,0.1618884205818176,Missed,4.0,0.34901293262392674
MassSpecGymID0075034,MassSpecGymID0078837,0.0,0.9500023126602172,Caught,5.0,0.5112220103136834
MassSpecGymID0004892,MassSpecGymID0060716,0.0,0.6834152936935425,Caught,4.0,0.3320922009166097
MassSpecGymID0075020,MassSpecGymID0078839,0.0,0.9237158298492432,Caught,2.0,0.833846769390673
MassSpecGymID0004890,MassSpecGymID0060727,0.0,0.1323581337928772,Missed,3.0,0.5444431053750247
MassSpecGymID0075028,MassSpecGymID0078831,0.0,0.8888649940490723,Caught,5.0,0.5157962883038412
MassSpecGymID0075033,MassSpecGymID0078836,0.0,0.902072250843048,Caught,4.0,0.33792779860678235
MassSpecGymID0109548,MassSpecGymID0169765,0.9999692492223484,0.9254107475280762,Caught,3.0,0.1921364044832843
MassSpecGymID0109540,MassSpecGymID0110019,0.9999692492223484,0.8983628749847412,Caught,4.0,0.7197257282382801
MassSpecGymID0109544,MassSpecGymID0110015,0.9999692492223484,0.9074297547340392,Caught,4.0,0.6606459618765297
MassSpecGymID0109543,MassSpecGymID0110015,0.9999692492223484,0.9378731846809388,Caught,3.0,0.55896198509153
MassSpecGymID0109557,MassSpecGymID0169758,0.9999692492223484,0.9097993969917296,Caught,3.0,0.7432411165844923
MassSpecGymID0109536,MassSpecGymID0110013,0.9999692492223484,0.9117687344551086,Caught,3.0,0.20361800475655004
MassSpecGymID0109551,MassSpecGymID0169768,0.9999692492223484,0.9314712285995485,Caught,3.0,0.5555727028611995
MassSpecGymID0109549,MassSpecGymID0169758,0.9999692492223484,0.9064069986343384,Caught,4.0,0.763690441476643
MassSpecGymID0109536,MassSpecGymID0110016,0.9999692492223484,0.8983628749847412,Caught,4.0,0.21524468513167033
MassSpecGymID0109556,MassSpecGymID0169757,0.9999692492223484,0.92285817861557,Caught,4.0,0.20905594252554938
MassSpecGymID0109544,MassSpecGymID0110021,0.9999692492223484,0.8752894997596741,Caught,4.0,0.7488591628301858
MassSpecGymID0109556,MassSpecGymID0169761,0.9999692492223484,0.9305804967880248,Caught,3.0,0.22068549360366885
MassSpecGymID0109547,MassSpecGymID0110014,0.9999692492223484,0.9295982122421264,Caught,3.0,0.20522160020739477
MassSpecGymID0109552,MassSpecGymID0169757,0.9999692492223484,0.9314058423042296,Caught,3.0,0.2169382041288746
MassSpecGymID0109553,MassSpecGymID0169762,0.9999692492223484,0.886634886264801,Caught,4.0,0.7199262133794087
MassSpecGymID0109556,MassSpecGymID0169765,0.9999692492223484,0.9005601406097412,Caught,4.0,0.19745503145105103
MassSpecGymID0109540,MassSpecGymID0110021,0.9999692492223484,0.9345083832740784,Caught,3.0,0.7421692151338897
MassSpecGymID0109537,MassSpecGymID0110019,0.9999692492223484,0.942039668560028,Caught,4.0,0.6210953775238366
MassSpecGymID0109552,MassSpecGymID0169765,0.9999692492223484,0.933105766773224,Caught,3.0,0.20533729305437626
MassSpecGymID0109546,MassSpecGymID0110018,0.9999692492223484,0.8972794413566589,Caught,3.0,0.6555613811321896
MassSpecGymID0109542,MassSpecGymID0110021,0.9999692492223484,0.8983628749847412,Caught,4.0,0.728399659332317
MassSpecGymID0109547,MassSpecGymID0110016,0.9999692492223484,0.9111559391021729,Caught,3.0,0.22844524998061996
MassSpecGymID0109542,MassSpecGymID0110018,0.9999692492223484,0.8972794413566589,Caught,3.0,0.7430503634360747
MassSpecGymID0109536,MassSpecGymID0110014,0.9999692492223484,0.8983628749847412,Caught,3.0,0.19202103535844517
MassSpecGymID0109548,MassSpecGymID0169761,0.9999692492223484,0.9170750975608826,Caught,4.0,0.21536686663590215
MassSpecGymID0109557,MassSpecGymID0169766,0.9999692492223484,0.9468588829040528,Caught,4.0,0.7285975466037002
MassSpecGymID0109548,MassSpecGymID0169757,0.9999692492223484,0.9408833384513856,Caught,3.0,0.20373731555778268
MassSpecGymID0109539,MassSpecGymID0110013,0.9999692492223484,0.8886767029762268,Caught,4.0,0.2089363335288233
MassSpecGymID0109549,MassSpecGymID0169766,0.9999692492223484,0.9496394991874696,Caught,4.0,0.7490468714958511
MassSpecGymID0109557,MassSpecGymID0169762,0.9999692492223484,0.930724024772644,Caught,5.0,0.7061633237451217
MassSpecGymID0109537,MassSpecGymID0110021,0.9999692492223484,0.933968186378479,Caught,3.0,0.6435388644194464
MassSpecGymID0109553,MassSpecGymID0169766,0.9999692492223484,0.9468588829040528,Caught,3.0,0.7423604362379872
MassSpecGymID0109537,MassSpecGymID0110018,0.9999692492223484,0.914996862411499,Caught,3.0,0.6581895685232041
MassSpecGymID0109549,MassSpecGymID0169762,0.9999692492223484,0.9201608896255492,Caught,5.0,0.7266126486372725
MassSpecGymID0109543,MassSpecGymID0110024,0.9999692492223484,0.8983628749847412,Caught,3.0,0.5652054990086599
MassSpecGymID0109544,MassSpecGymID0110019,0.9999692492223484,0.914996862411499,Caught,5.0,0.7264156759345761
MassSpecGymID0109553,MassSpecGymID0169758,0.9999692492223484,0.9409062266349792,Caught,4.0,0.7570040062187793
MassSpecGymID0109542,MassSpecGymID0110019,0.9999692492223484,0.9185345768928528,Caught,5.0,0.7059561724367072
MassSpecGymID0109544,MassSpecGymID0110018,0.9999692492223484,0.9335086941719056,Caught,4.0,0.7635098669339435
MassSpecGymID0109543,MassSpecGymID0110019,0.9999692492223484,0.8947059512138367,Caught,3.0,0.6247316991495764
MassSpecGymID0109543,MassSpecGymID0110018,0.9999692492223484,0.9140720963478088,Caught,3.0,0.6618258901489438
MassSpecGymID0109555,MassSpecGymID0169768,0.9999692492223484,0.9164478182792664,Caught,3.0,0.5529448094732885
MassSpecGymID0109537,MassSpecGymID0110020,0.9999692492223484,0.8983628749847412,Caught,3.0,0.5468911479405226
MassSpecGymID0109551,MassSpecGymID0169764,0.9999692492223484,0.9352849125862122,Caught,3.0,0.5471389287028753
MassSpecGymID0109540,MassSpecGymID0110018,0.9999692492223484,0.9335086941719056,Caught,4.0,0.7568199192376475
MassSpecGymID0109546,MassSpecGymID0110024,0.9999692492223484,0.9173499941825868,Caught,4.0,0.5589409899919057
MassSpecGymID0109542,MassSpecGymID0110020,0.9999692492223484,0.9173499941825868,Caught,4.0,0.6317519428533932
MassSpecGymID0109559,MassSpecGymID0169768,0.9999692492223484,0.9193615913391112,Caught,3.0,0.5592085721343102
MassSpecGymID0114767,MassSpecGymID0122558,0.9999204218663796,0.7390730977058411,Caught,3.0,0.13035816449278345
MassSpecGymID0114782,MassSpecGymID0122580,0.9999204218663796,0.7794830799102783,Caught,4.0,0.2694693218396537
MassSpecGymID0114780,MassSpecGymID0122578,0.9999204218663796,0.8469253182411194,Caught,5.0,0.23272776273228574
MassSpecGymID0114772,MassSpecGymID0122559,0.9999204218663796,0.8144897818565369,Caught,4.0,0.12224660452485689
MassSpecGymID0114784,MassSpecGymID0122574,0.9999204218663796,0.8404003977775574,Caught,5.0,0.23157853681367435
MassSpecGymID0114769,MassSpecGymID0122560,0.9999204218663796,0.7316502928733826,Caught,5.0,0.22907274571990097
MassSpecGymID0114782,MassSpecGymID0122576,0.9999204218663796,0.8208956718444824,Caught,4.0,0.26736088339893593
MassSpecGymID0114775,MassSpecGymID0122569,0.9999204218663796,0.8574571013450623,Caught,4.0,0.16514518580489587
MassSpecGymID0114779,MassSpecGymID0122573,0.9999204218663796,0.7764987945556641,Caught,3.0,0.12823414645035486
MassSpecGymID0122562,MassSpecGymID0136394,0.9999204218663796,0.6768174171447754,Caught,3.0,0.24067134905450882
MassSpecGymID0114778,MassSpecGymID0122580,0.9999204218663796,0.7098015546798706,Caught,4.0,0.27521460461074665
MassSpecGymID0114766,MassSpecGymID0122560,0.9999204218663796,0.7360566258430481,Caught,3.0,0.24900803042759745
MassSpecGymID0114763,MassSpecGymID0122563,0.9999204218663796,0.8379983305931091,Caught,4.0,0.2794997411024609
MassSpecGymID0114769,MassSpecGymID0122563,0.9999204218663796,0.7039796710014343,Caught,3.0,0.2494097674889036
MassSpecGymID0114771,MassSpecGymID0122568,0.9999204218663796,0.7266103029251099,Caught,5.0,0.24713688015250168
MassSpecGymID0114769,MassSpecGymID0122568,0.9999204218663796,0.7079799175262451,Caught,5.0,0.23630637230836624
MassSpecGymID0114774,MassSpecGymID0122184,0.9999204218663796,0.820602536201477,Caught,4.0,0.2751261499681122
MassSpecGymID0114766,MassSpecGymID0122563,0.9999204218663796,0.7482753396034241,Caught,4.0,0.2693450521966001
MassSpecGymID0114784,MassSpecGymID0122570,0.9999204218663796,0.7764869928359985,Caught,5.0,0.2243158479851048
MassSpecGymID0114768,MassSpecGymID0122559,0.9999204218663796,0.7446973919868469,Caught,4.0,0.16504562176574647
MassSpecGymID0114764,MassSpecGymID0122568,0.9999204218663796,0.7385119199752808,Caught,5.0,0.2314257384180014
MassSpecGymID0114786,MassSpecGymID0122580,0.9999204218663796,0.7436018586158752,Caught,4.0,0.2796226295334676
MassSpecGymID0114774,MassSpecGymID0122563,0.9999204218663796,0.8150510191917419,Caught,4.0,0.2750910151580617
MassSpecGymID0114774,MassSpecGymID0122564,0.9999204218663796,0.8150510191917419,Caught,4.0,0.2846572339263627
MassSpecGymID0114776,MassSpecGymID0122578,0.9999204218663796,0.9045010805130004,Caught,5.0,0.24355849614108313
MassSpecGymID0114786,MassSpecGymID0122576,0.9999204218663796,0.7498589754104614,Caught,4.0,0.27751419109274983
MassSpecGymID0114766,MassSpecGymID0122568,0.9999204218663796,0.8841911554336548,Caught,3.0,0.2562416570160627
MassSpecGymID0114771,MassSpecGymID0122563,0.9999204218663796,0.8150510191917419,Caught,3.0,0.26024027533303906
MassSpecGymID0114784,MassSpecGymID0122578,0.9999204218663796,0.8546029329299927,Caught,5.0,0.2278467202969751
MassSpecGymID0114771,MassSpecGymID0122562,0.9999204218663796,0.8235771656036377,Caught,5.0,0.24340704144282427
MassSpecGymID0122557,MassSpecGymID0136393,0.9999204218663796,0.7131075859069824,Caught,4.0,0.27747781644995556
MassSpecGymID0114771,MassSpecGymID0122557,0.9999204218663796,0.8261083364486694,Caught,3.0,0.2581317282904234
MassSpecGymID0114772,MassSpecGymID0122567,0.9999204218663796,0.7471480369567871,Caught,3.0,0.11694245583662496
MassSpecGymID0114783,MassSpecGymID0122569,0.9999204218663796,0.7746003270149231,Caught,4.0,0.12233862427370096
MassSpecGymID0114778,MassSpecGymID0122572,0.9999204218663796,0.8437482118606567,Caught,4.0,0.28477988376212104
MassSpecGymID0114764,MassSpecGymID0122562,0.9999204218663796,0.7438443303108215,Caught,5.0,0.227695899708324
